Date,기준금리,SHY,IEF,TLT
2012-07-12,0.25%,84.44000244140625,109.16999816894533,129.50999450683594
2012-07-13,0.25%,84.45999908447266,109.08000183105467,129.1699981689453
2012-07-16,0.25%,84.48999786376953,109.31999969482422,129.77000427246094
2012-07-17,0.25%,84.4800033569336,109.04000091552734,128.75
2012-07-18,0.25%,84.5,109.1500015258789,128.82000732421875
2012-07-19,0.25%,84.5199966430664,108.98999786376952,128.49000549316406
2012-07-20,0.25%,84.52999877929688,109.41999816894533,130.05999755859375
2012-07-23,0.25%,84.54000091552734,109.5999984741211,130.7899932861328
2012-07-24,0.25%,84.5199966430664,109.80999755859376,131.82000732421875
2012-07-25,0.25%,84.52999877929688,109.87000274658205,132.16000366210938
2012-07-26,0.25%,84.52999877929688,109.52999877929688,130.9499969482422
2012-07-27,0.25%,84.47000122070312,108.73999786376952,128.47999572753906
2012-07-30,0.25%,84.51000213623047,109.08999633789062,129.44000244140625
2012-07-31,0.25%,84.52999877929688,109.27999877929688,129.6999969482422
2012-08-01,0.25%,84.48999786376953,108.72000122070312,128.77999877929688
2012-08-02,0.25%,84.5,108.9800033569336,129.50999450683594
2012-08-03,0.25%,84.47000122070312,108.41000366210938,127.41999816894533
2012-08-06,0.25%,84.4800033569336,108.4800033569336,127.47000122070312
2012-08-07,0.25%,84.44000244140625,107.91000366210938,125.83000183105467
2012-08-08,0.25%,84.41000366210938,107.76000213623048,125.16000366210938
2012-08-09,0.25%,84.41000366210938,107.68000030517578,125.06999969482422
2012-08-10,0.25%,84.43000030517578,107.98999786376952,125.6999969482422
2012-08-13,0.25%,84.44000244140625,107.91999816894533,125.48999786376952
2012-08-14,0.25%,84.41999816894531,107.38999938964844,123.79000091552734
2012-08-15,0.25%,84.38999938964844,106.8499984741211,122.0500030517578
2012-08-16,0.25%,84.37999725341797,106.58999633789062,121.01000213623048
2012-08-17,0.25%,84.38999938964844,106.72000122070312,121.5999984741211
2012-08-20,0.25%,84.38999938964844,106.77999877929688,121.8499984741211
2012-08-21,0.25%,84.38999938964844,106.87000274658205,122.38999938964844
2012-08-22,0.25%,84.44000244140625,107.6999969482422,124.41000366210938
2012-08-23,0.25%,84.44999694824219,107.88999938964844,124.93000030517578
2012-08-24,0.25%,84.44999694824219,107.83999633789062,124.80999755859376
2012-08-27,0.25%,84.44000244140625,108.12000274658205,125.54000091552734
2012-08-28,0.25%,84.44999694824219,108.16000366210938,125.83999633789062
2012-08-29,0.25%,84.44999694824219,108.08999633789062,125.29000091552734
2012-08-30,0.25%,84.45999908447266,108.29000091552734,125.94000244140624
2012-08-31,0.25%,84.51000213623047,108.98999786376952,127.72000122070312
2012-09-04,0.25%,84.4800033569336,108.58999633789062,127.31999969482422
2012-09-05,0.25%,84.4800033569336,108.5500030517578,126.72000122070312
2012-09-06,0.25%,84.44000244140625,107.80999755859376,124.61000061035156
2012-09-07,0.25%,84.45999908447266,107.9499969482422,124.02999877929688
2012-09-10,0.25%,84.44000244140625,108.0,124.33000183105467
2012-09-11,0.25%,84.45999908447266,107.8000030517578,123.5500030517578
2012-09-12,0.25%,84.44999694824219,107.2699966430664,122.01000213623048
2012-09-13,0.25%,84.4800033569336,107.58000183105467,121.52999877929688
2012-09-14,0.25%,84.44000244140625,106.56999969482422,118.3000030517578
2012-09-17,0.25%,84.44000244140625,106.79000091552734,119.72000122070312
2012-09-18,0.25%,84.44999694824219,107.05999755859376,120.31999969482422
2012-09-19,0.25%,84.44999694824219,107.30999755859376,121.11000061035156
2012-09-20,0.25%,84.43000030517578,107.37000274658205,121.41000366210938
2012-09-21,0.25%,84.44000244140625,107.5999984741211,121.5500030517578
2012-09-24,0.25%,84.44999694824219,107.83999633789062,122.5
2012-09-25,0.25%,84.43000030517578,108.23999786376952,123.70999908447266
2012-09-26,0.25%,84.44999694824219,108.69000244140624,125.04000091552734
2012-09-27,0.25%,84.45999908447266,108.45999908447266,124.1500015258789
2012-09-28,0.25%,84.5,108.45999908447266,124.22000122070312
2012-10-01,0.25%,84.4800033569336,108.5199966430664,124.41999816894533
2012-10-02,0.25%,84.45999908447266,108.4499969482422,124.25
2012-10-03,0.25%,84.45999908447266,108.55999755859376,124.29000091552734
2012-10-04,0.25%,84.45999908447266,108.12999725341795,122.73999786376952
2012-10-05,0.25%,84.41999816894531,107.63999938964844,121.1500015258789
2012-10-08,0.25%,84.43000030517578,107.98999786376952,122.16999816894533
2012-10-09,0.25%,84.43000030517578,107.7699966430664,121.9499969482422
2012-10-10,0.25%,84.41999816894531,108.02999877929688,122.80999755859376
2012-10-11,0.25%,84.41000366210938,108.12999725341795,123.66000366210938
2012-10-12,0.25%,84.44000244140625,108.13999938964844,123.97000122070312
2012-10-15,0.25%,84.41999816894531,108.16999816894533,123.69000244140624
2012-10-16,0.25%,84.41999816894531,107.66000366210938,121.9800033569336
2012-10-17,0.25%,84.37000274658203,106.9800033569336,120.8499984741211
2012-10-18,0.25%,84.37999725341797,106.79000091552734,120.11000061035156
2012-10-19,0.25%,84.37999725341797,107.23999786376952,121.73999786376952
2012-10-22,0.25%,84.3499984741211,106.87999725341795,120.95999908447266
2012-10-23,0.25%,84.38999938964844,107.38999938964844,122.69000244140624
2012-10-24,0.25%,84.37999725341797,107.16000366210938,121.4800033569336
2012-10-25,0.25%,84.3499984741211,106.7699966430664,120.86000061035156
2012-10-26,0.25%,84.37000274658203,107.4499969482422,122.63999938964844
2012-10-31,0.25%,84.41999816894531,107.88999938964844,123.36000061035156
2012-11-01,0.25%,84.4000015258789,107.52999877929688,122.3499984741211
2012-11-02,0.25%,84.38999938964844,107.62000274658205,122.26000213623048
2012-11-05,0.25%,84.38999938964844,107.87999725341795,122.9499969482422
2012-11-06,0.25%,84.36000061035156,107.38999938964844,121.79000091552734
2012-11-07,0.25%,84.43000030517578,108.29000091552734,124.0
2012-11-08,0.25%,84.43000030517578,108.7699966430664,125.83999633789062
2012-11-09,0.25%,84.43000030517578,108.77999877929688,125.9800033569336
2012-11-12,0.25%,84.43000030517578,108.8499984741211,126.19000244140624
2012-11-13,0.25%,84.44000244140625,108.9800033569336,126.61000061035156
2012-11-14,0.25%,84.45999908447266,109.01000213623048,126.7300033569336
2012-11-15,0.25%,84.45999908447266,108.95999908447266,126.4800033569336
2012-11-16,0.25%,84.45999908447266,109.02999877929688,126.37000274658205
2012-11-19,0.25%,84.44999694824219,108.80999755859376,125.66000366210938
2012-11-20,0.25%,84.43000030517578,108.36000061035156,124.4000015258789
2012-11-21,0.25%,84.41999816894531,108.1999969482422,124.33000183105467
2012-11-23,0.25%,84.41999816894531,108.13999938964844,124.20999908447266
2012-11-26,0.25%,84.41000366210938,108.31999969482422,124.8000030517578
2012-11-27,0.25%,84.41999816894531,108.56999969482422,125.29000091552734
2012-11-28,0.25%,84.43000030517578,108.70999908447266,125.11000061035156
2012-11-29,0.25%,84.43000030517578,108.81999969482422,125.12999725341795
2012-11-30,0.25%,84.44000244140625,108.8000030517578,124.79000091552734
2012-12-03,0.25%,84.43000030517578,108.62000274658205,124.66000366210938
2012-12-04,0.25%,84.43000030517578,108.80999755859376,125.37999725341795
2012-12-05,0.25%,84.44999694824219,108.9000015258789,125.31999969482422
2012-12-06,0.25%,84.44999694824219,108.95999908447266,125.58999633789062
2012-12-07,0.25%,84.44999694824219,108.6500015258789,124.43000030517578
2012-12-10,0.25%,84.44999694824219,108.75,124.9800033569336
2012-12-11,0.25%,84.44999694824219,108.54000091552734,124.02999877929688
2012-12-12,0.25%,84.44000244140625,108.08000183105467,122.58999633789062
2012-12-13,0.25%,84.44000244140625,107.87000274658205,122.68000030517578
2012-12-14,0.25%,84.45999908447266,108.11000061035156,123.5999984741211
2012-12-17,0.25%,84.44000244140625,107.54000091552734,121.75
2012-12-18,0.25%,84.38999938964844,107.12000274658205,120.51000213623048
2012-12-19,0.25%,84.41000366210938,107.2699966430664,120.91000366210938
2012-12-20,0.25%,84.4000015258789,107.33999633789062,120.93000030517578
2012-12-21,0.25%,84.41000366210938,107.62999725341795,122.25
2012-12-24,0.25%,84.41000366210938,107.5199966430664,122.02999877929688
2012-12-26,0.25%,84.38999938964844,107.58999633789062,122.1999969482422
2012-12-27,0.25%,84.41999816894531,107.80999755859376,122.61000061035156
2012-12-28,0.25%,84.41999816894531,108.05999755859376,123.30999755859376
2012-12-31,0.25%,84.41999816894531,107.48999786376952,121.18000030517578
2013-01-02,0.25%,84.4000015258789,107.0,119.55999755859376
2013-01-03,0.25%,84.4000015258789,106.4499969482422,117.94000244140624
2013-01-04,0.25%,84.41000366210938,106.5,118.4000015258789
2013-01-07,0.25%,84.41000366210938,106.55999755859376,118.4499969482422
2013-01-08,0.25%,84.41999816894531,106.81999969482422,119.2300033569336
2013-01-09,0.25%,84.44999694824219,106.87999725341795,119.12000274658205
2013-01-10,0.25%,84.44000244140625,106.56999969482422,118.79000091552734
2013-01-11,0.25%,84.43000030517578,106.91000366210938,119.8499984741211
2013-01-14,0.25%,84.43000030517578,106.87000274658205,119.5199966430664
2013-01-15,0.25%,84.44000244140625,107.12999725341795,120.06999969482422
2013-01-16,0.25%,84.44000244140625,107.2699966430664,120.31999969482422
2013-01-17,0.25%,84.43000030517578,106.77999877929688,119.12000274658205
2013-01-18,0.25%,84.43000030517578,107.08000183105467,120.04000091552734
2013-01-22,0.25%,84.44999694824219,107.16999816894533,120.2699966430664
2013-01-23,0.25%,84.44999694824219,107.22000122070312,120.08999633789062
2013-01-24,0.25%,84.44999694824219,107.04000091552734,119.66999816894533
2013-01-25,0.25%,84.41000366210938,106.33000183105467,118.02999877929688
2013-01-28,0.25%,84.37999725341797,106.11000061035156,117.5999984741211
2013-01-29,0.25%,84.38999938964844,105.9499969482422,116.9499969482422
2013-01-30,0.25%,84.41999816894531,106.01000213623048,116.75
2013-01-31,0.25%,84.43000030517578,106.0999984741211,117.31999969482422
2013-02-01,0.25%,84.4000015258789,105.5999984741211,115.54000091552734
2013-02-04,0.25%,84.41999816894531,106.20999908447266,117.0199966430664
2013-02-05,0.25%,84.41999816894531,105.83000183105467,115.9800033569336
2013-02-06,0.25%,84.44000244140625,106.1500015258789,116.93000030517578
2013-02-07,0.25%,84.44000244140625,106.1999969482422,116.66999816894533
2013-02-08,0.25%,84.44999694824219,106.27999877929688,117.12000274658205
2013-02-11,0.25%,84.41999816894531,106.16999816894533,117.02999877929688
2013-02-12,0.25%,84.4000015258789,106.05999755859376,116.73999786376952
2013-02-13,0.25%,84.38999938964844,105.69000244140624,115.79000091552734
2013-02-14,0.25%,84.4000015258789,106.13999938964844,116.83999633789062
2013-02-15,0.25%,84.41000366210938,106.04000091552734,116.5
2013-02-19,0.25%,84.4000015258789,105.87000274658205,115.91999816894533
2013-02-20,0.25%,84.4000015258789,106.0999984741211,116.2699966430664
2013-02-21,0.25%,84.43000030517578,106.30999755859376,116.9499969482422
2013-02-22,0.25%,84.43000030517578,106.44000244140624,117.02999877929688
2013-02-25,0.25%,84.44999694824219,107.26000213623048,119.33000183105467
2013-02-26,0.25%,84.47000122070312,107.05999755859376,118.63999938964844
2013-02-27,0.25%,84.47000122070312,107.01000213623048,118.29000091552734
2013-02-28,0.25%,84.45999908447266,107.16000366210938,118.51000213623048
2013-03-01,0.25%,84.45999908447266,107.3000030517578,118.9000015258789
2013-03-04,0.25%,84.44999694824219,107.0500030517578,118.2699966430664
2013-03-05,0.25%,84.44000244140625,106.94000244140624,117.93000030517578
2013-03-06,0.25%,84.43000030517578,106.5999984741211,116.86000061035156
2013-03-07,0.25%,84.41000366210938,106.19000244140624,115.95999908447266
2013-03-08,0.25%,84.41999816894531,105.6500015258789,114.75
2013-03-11,0.25%,84.41000366210938,105.6999969482422,114.86000061035156
2013-03-12,0.25%,84.43000030517578,105.98999786376952,115.69000244140624
2013-03-13,0.25%,84.41000366210938,105.9000015258789,115.56999969482422
2013-03-14,0.25%,84.41000366210938,105.93000030517578,115.22000122070312
2013-03-15,0.25%,84.44000244140625,106.3000030517578,115.76000213623048
2013-03-18,0.25%,84.45999908447266,106.6500015258789,116.63999938964844
2013-03-19,0.25%,84.44999694824219,106.9800033569336,117.43000030517578
2013-03-20,0.25%,84.44000244140625,106.56999969482422,116.12000274658205
2013-03-21,0.25%,84.44999694824219,106.8499984741211,117.23999786376952
2013-03-22,0.25%,84.43000030517578,106.88999938964844,117.33000183105467
2013-03-25,0.25%,84.43000030517578,106.97000122070312,117.22000122070312
2013-03-26,0.25%,84.44000244140625,107.08000183105467,117.36000061035156
2013-03-27,0.25%,84.45999908447266,107.54000091552734,118.36000061035156
2013-03-28,0.25%,84.47000122070312,107.33999633789062,117.76000213623048
2013-04-01,0.25%,84.45999908447266,107.4800033569336,118.38999938964844
2013-04-02,0.25%,84.45999908447266,107.2699966430664,117.91000366210938
2013-04-03,0.25%,84.44999694824219,107.72000122070312,118.97000122070312
2013-04-04,0.25%,84.4800033569336,108.1500015258789,120.38999938964844
2013-04-05,0.25%,84.4800033569336,108.48999786376952,122.81999969482422
2013-04-08,0.25%,84.45999908447266,108.13999938964844,121.87999725341795
2013-04-09,0.25%,84.45999908447266,108.18000030517578,121.58000183105467
2013-04-10,0.25%,84.45999908447266,107.7300033569336,119.91000366210938
2013-04-11,0.25%,84.45999908447266,107.8499984741211,120.13999938964844
2013-04-12,0.25%,84.47000122070312,108.4499969482422,121.93000030517578
2013-04-15,0.25%,84.4800033569336,108.69000244140624,122.98999786376952
2013-04-16,0.25%,84.4800033569336,108.37999725341795,121.9800033569336
2013-04-17,0.25%,84.4800033569336,108.58000183105467,122.79000091552734
2013-04-18,0.25%,84.4800033569336,108.63999938964844,123.08999633789062
2013-04-19,0.25%,84.4800033569336,108.58000183105467,122.83000183105467
2013-04-22,0.25%,84.48999786376953,108.63999938964844,122.91999816894533
2013-04-23,0.25%,84.4800033569336,108.56999969482422,122.48999786376952
2013-04-24,0.25%,84.48999786376953,108.62000274658205,122.8000030517578
2013-04-25,0.25%,84.4800033569336,108.5,122.2699966430664
2013-04-26,0.25%,84.5,108.88999938964844,123.38999938964844
2013-04-29,0.25%,84.5199966430664,108.8499984741211,122.94000244140624
2013-04-30,0.25%,84.51000213623047,108.83000183105467,123.01000213623048
2013-05-01,0.25%,84.51000213623047,109.0500030517578,124.01000213623048
2013-05-02,0.25%,84.5,109.0500030517578,123.8499984741211
2013-05-03,0.25%,84.47000122070312,108.12000274658205,120.93000030517578
2013-05-06,0.25%,84.47000122070312,107.9800033569336,120.62999725341795
2013-05-07,0.25%,84.47000122070312,107.83000183105467,120.16000366210938
2013-05-08,0.25%,84.4800033569336,107.95999908447266,120.3499984741211
2013-05-09,0.25%,84.47000122070312,107.94000244140624,120.04000091552734
2013-05-10,0.25%,84.45999908447266,107.33000183105467,118.75
2013-05-13,0.25%,84.44000244140625,107.13999938964844,117.83999633789062
2013-05-14,0.25%,84.44000244140625,106.70999908447266,116.55999755859376
2013-05-15,0.25%,84.44999694824219,106.98999786376952,117.33999633789062
2013-05-16,0.25%,84.47000122070312,107.5,118.55999755859376
2013-05-17,0.25%,84.44999694824219,106.91999816894533,117.05999755859376
2013-05-20,0.25%,84.45999908447266,106.83999633789062,116.91999816894533
2013-05-21,0.25%,84.45999908447266,107.12000274658205,117.83999633789062
2013-05-22,0.25%,84.43000030517578,106.2699966430664,116.08999633789062
2013-05-23,0.25%,84.44999694824219,106.37999725341795,116.63999938964844
2013-05-24,0.25%,84.43000030517578,106.41999816894533,116.8000030517578
2013-05-28,0.25%,84.37000274658203,105.16999816894533,113.83999633789062
2013-05-29,0.25%,84.37000274658203,105.5999984741211,115.12000274658205
2013-05-30,0.25%,84.38999938964844,105.61000061035156,114.83999633789062
2013-05-31,0.25%,84.37999725341797,105.31999969482422,114.4499969482422
2013-06-03,0.25%,84.38999938964844,105.33000183105467,114.77999877929688
2013-06-04,0.25%,84.38999938964844,105.05999755859376,113.72000122070312
2013-06-05,0.25%,84.4000015258789,105.56999969482422,115.29000091552734
2013-06-06,0.25%,84.38999938964844,105.6999969482422,115.22000122070312
2013-06-07,0.25%,84.37999725341797,104.87999725341795,113.16000366210938
2013-06-10,0.25%,84.3499984741211,104.62000274658205,112.62000274658205
2013-06-11,0.25%,84.33999633789062,104.87999725341795,113.95999908447266
2013-06-12,0.25%,84.33000183105469,104.41000366210938,112.33000183105467
2013-06-13,0.25%,84.37000274658203,105.1999969482422,114.08999633789062
2013-06-14,0.25%,84.43000030517578,105.33999633789062,113.81999969482422
2013-06-17,0.25%,84.43000030517578,105.08999633789062,113.22000122070312
2013-06-18,0.25%,84.43000030517578,105.02999877929688,113.27999877929688
2013-06-19,0.25%,84.33000183105469,103.58999633789062,112.11000061035156
2013-06-20,0.25%,84.31999969482422,103.12000274658205,110.2699966430664
2013-06-21,0.25%,84.25,102.02999877929688,108.4000015258789
2013-06-24,0.25%,84.20999908447266,101.77999877929688,108.8499984741211
2013-06-25,0.25%,84.19999694824219,101.66000366210938,107.87999725341795
2013-06-26,0.25%,84.23999786376953,102.06999969482422,108.58000183105467
2013-06-27,0.25%,84.29000091552734,102.62000274658205,109.69000244140624
2013-06-28,0.25%,84.27999877929688,102.5,110.44000244140624
2013-07-01,0.25%,84.30000305175781,102.4000015258789,110.41000366210938
2013-07-02,0.25%,84.30999755859375,102.44000244140624,110.33999633789062
2013-07-03,0.25%,84.30000305175781,102.23999786376952,110.01000213623048
2013-07-05,0.25%,84.20999908447266,100.5199966430664,106.26000213623048
2013-07-08,0.25%,84.2699966430664,101.11000061035156,107.29000091552734
2013-07-09,0.25%,84.26000213623047,101.27999877929688,107.4000015258789
2013-07-10,0.25%,84.26000213623047,100.91999816894533,106.55999755859376
2013-07-11,0.25%,84.33000183105469,101.93000030517578,107.80999755859376
2013-07-12,0.25%,84.27999877929688,101.8499984741211,107.72000122070312
2013-07-15,0.25%,84.31999969482422,102.16999816894533,108.29000091552734
2013-07-16,0.25%,84.33000183105469,102.22000122070312,108.66000366210938
2013-07-17,0.25%,84.36000061035156,102.66999816894533,108.86000061035156
2013-07-18,0.25%,84.3499984741211,102.19000244140624,107.5
2013-07-19,0.25%,84.38999938964844,102.75,109.1999969482422
2013-07-22,0.25%,84.38999938964844,102.73999786376952,109.36000061035156
2013-07-23,0.25%,84.37999725341797,102.62000274658205,108.9000015258789
2013-07-24,0.25%,84.33999633789062,101.93000030517578,107.5199966430664
