Date,SHY,IEF,TLT
2018-12-04,83.0999984741211,102.26000213623047,117.81999969482422
2018-12-06,83.18000030517578,102.5199966430664,118.19000244140625
2018-12-07,83.2699966430664,102.81999969482422,118.41000366210938
2018-12-10,83.2699966430664,102.87999725341797,118.9000015258789
2018-12-11,83.19000244140625,102.62000274658203,118.87999725341797
2018-12-12,83.18000030517578,102.33999633789062,118.3499984741211
2018-12-13,83.26000213623047,102.4000015258789,118.06999969482422
2018-12-14,83.30999755859375,102.55999755859375,118.4800033569336
2018-12-17,83.38999938964844,102.86000061035156,119.16999816894531
2018-12-18,83.31999969482422,102.9000015258789,119.5999984741211
2018-12-19,83.33999633789062,103.26000213623047,121.18000030517578
2018-12-20,83.33000183105469,103.12999725341797,120.73999786376953
2018-12-21,83.38999938964844,103.22000122070312,120.72000122070312
2018-12-24,83.45999908447266,103.4800033569336,121.31999969482422
2018-12-26,83.37999725341797,102.98999786376953,120.0199966430664
2018-12-27,83.47000122070312,103.25,120.04000091552734
2018-12-28,83.58999633789062,103.80999755859375,121.05000305175781
2018-12-31,83.62000274658203,104.19999694824219,121.51000213623047
2019-01-02,83.62999725341797,104.41999816894531,122.1500015258789
2019-01-03,83.80000305175781,105.25,123.54000091552734
2019-01-04,83.62000274658203,104.4000015258789,122.11000061035156
2019-01-07,83.55999755859375,104.11000061035156,121.75
2019-01-08,83.51000213623047,103.8499984741211,121.43000030517578
2019-01-09,83.55000305175781,103.91000366210938,121.23999786376953
2019-01-10,83.55999755859375,103.86000061035156,120.45999908447266
2019-01-11,83.61000061035156,104.16999816894531,120.93000030517578
2019-01-14,83.61000061035156,104.11000061035156,120.4800033569336
2019-01-15,83.63999938964844,104.01000213623047,120.04000091552734
2019-01-16,83.62000274658203,103.94999694824219,120.16000366210938
2019-01-17,83.61000061035156,103.76000213623047,120.19000244140625
2019-01-18,83.54000091552734,103.43000030517578,119.55999755859375
2019-01-22,83.61000061035156,103.79000091552734,120.37000274658203
2019-01-23,83.58999633789062,103.73999786376953,120.31999969482422
2019-01-24,83.66000366210938,104.06999969482422,121.11000061035156
2019-01-25,83.5999984741211,103.83000183105469,120.52999877929688
2019-01-28,83.61000061035156,103.86000061035156,120.41000366210938
2019-01-29,83.6500015258789,104.16000366210938,121.0199966430664
2019-01-30,83.76000213623047,104.4000015258789,120.93000030517578
2019-01-31,83.83000183105469,104.87999725341797,121.97000122070312
2019-02-01,83.58000183105469,104.0999984741211,120.95999908447266
2019-02-04,83.58000183105469,103.87000274658203,120.41999816894531
2019-02-05,83.58000183105469,104.05000305175781,120.97000122070312
2019-02-06,83.62000274658203,104.12999725341797,121.02999877929688
2019-02-07,83.68000030517578,104.47000122070312,121.83000183105469
2019-02-08,83.70999908447266,104.61000061035156,122.3499984741211
2019-02-11,83.68000030517578,104.44999694824219,121.87000274658203
2019-02-12,83.66999816894531,104.30999755859375,121.55999755859375
2019-02-13,83.61000061035156,104.05000305175781,121.0999984741211
2019-02-14,83.72000122070312,104.54000091552734,121.79000091552734
2019-02-15,83.68000030517578,104.44000244140625,121.9800033569336
2019-02-19,83.73999786376953,104.62000274658203,122.29000091552734
2019-02-20,83.7300033569336,104.5999984741211,121.94000244140625
2019-02-21,83.69999694824219,104.29000091552734,120.8499984741211
2019-02-22,83.76000213623047,104.5999984741211,121.56999969482422
2019-02-25,83.75,104.44000244140625,121.20999908447266
2019-02-26,83.79000091552734,104.75,121.80999755859375
2019-02-27,83.7699966430664,104.37999725341797,120.43000030517578
2019-02-28,83.75,104.11000061035156,120.0199966430664
2019-03-01,83.54000091552734,103.56999969482422,118.66000366210938
2019-03-04,83.55999755859375,103.88999938964844,119.58999633789062
2019-03-05,83.56999969482422,103.94999694824219,119.83999633789062
2019-03-06,83.62999725341797,104.23999786376953,120.27999877929688
2019-03-07,83.69999694824219,104.58999633789062,121.05999755859375
2019-03-08,83.7300033569336,104.73999786376953,121.56999969482422
2019-03-11,83.70999908447266,104.66000366210938,121.20999908447266
2019-03-12,83.73999786376953,104.94999694824219,122.05999755859375
2019-03-13,83.75,104.91000366210938,121.83000183105469
2019-03-14,83.7699966430664,104.76000213623047,120.94999694824219
2019-03-15,83.80000305175781,105.08999633789062,121.75
2019-03-18,83.77999877929688,104.94999694824219,121.68000030517578
2019-03-19,83.7699966430664,104.87999725341797,121.41000366210938
2019-03-20,83.88999938964844,105.61000061035156,122.68000030517578
2019-03-21,83.88999938964844,105.55999755859375,122.94999694824219
2019-03-22,84.02999877929688,106.33999633789062,124.86000061035156
2019-03-25,84.12000274658203,106.61000061035156,125.05999755859375
2019-03-26,84.11000061035156,106.5199966430664,124.97000122070312
2019-03-27,84.18000030517578,106.83000183105469,126.12000274658203
2019-03-28,84.16999816894531,106.83999633789062,126.55999755859375
2019-03-29,84.12000274658203,106.66999816894531,126.44000244140625
2019-04-01,83.87000274658203,105.72000122070312,124.37000274658203
2019-04-02,83.91000366210938,105.9000015258789,124.5999984741211
2019-04-03,83.87000274658203,105.56999969482422,123.5199966430664
2019-04-04,83.88999938964844,105.68000030517578,123.87000274658203
2019-04-05,83.87999725341797,105.7300033569336,124.02999877929688
2019-04-08,83.86000061035156,105.55999755859375,123.58999633789062
2019-04-09,83.87000274658203,105.75,123.9800033569336
2019-04-10,83.94000244140625,106.0,124.27999877929688
2019-04-11,83.88999938964844,105.76000213623047,123.55000305175781
2019-04-12,83.83999633789062,105.2699966430664,122.66999816894531
2019-04-15,83.8499984741211,105.41000366210938,122.9800033569336
2019-04-16,83.83999633789062,105.05000305175781,122.20999908447266
2019-04-17,83.87000274658203,105.06999969482422,122.26000213623047
2019-04-18,83.88999938964844,105.31999969482422,122.9000015258789
2019-04-22,83.9000015258789,105.16999816894531,122.30999755859375
2019-04-23,83.94000244140625,105.36000061035156,122.56999969482422
2019-04-24,83.98999786376953,105.76000213623047,123.56999969482422
2019-04-25,83.98999786376953,105.62999725341797,123.38999938964844
2019-04-26,84.08000183105469,105.91000366210938,123.80999755859375
2019-04-29,84.05000305175781,105.69000244140625,123.0199966430664
2019-04-30,84.11000061035156,105.9000015258789,123.6500015258789
2019-05-01,83.87999725341797,105.63999938964844,123.9000015258789
2019-05-02,83.83999633789062,105.33999633789062,123.30999755859375
2019-05-03,83.87000274658203,105.4800033569336,123.66000366210938
2019-05-06,83.91999816894531,105.75,124.0
